step,before,after,n,bytes_saving_pct,ci95_low_pct,ci95_high_pct,rpc_saving_pct,note
small map,43_large_map_cf00,43_cf00,5,15.404857318030526,15.103361538185503,15.70635309787555,-2.0166433707259523,paired marginal step
compact header,43_cf00,43_cf10,5,2.051954935222955,1.6667629960634311,2.4371468743824787,-0.02771051832147542,paired marginal step
neutral/read fusion,43_cf10,43_cf11,5,0.8406500584893317,0.5669763922287011,1.1143237247499624,15.505019164606592,paired marginal step
"(Z,A,S) retuning",43_cf11,76_cf11,5,16.20312677410318,15.88723863020223,16.519014918004128,12.505721871280784,paired marginal step
joint result,43_large_map_cf00,76_cf11,5,31.150980121274806,30.97770529120405,31.324254951345562,24.56117704216216,"joint, non-additive"
