height,a,b,c,mass_hex
2,0,1,2,0x0p+0
2,0,1,3,0x0p+0
2,0,1,4,0x0p+0
2,0,1,5,0x0p+0
2,0,1,6,0x0p+0
2,0,1,7,0x0p+0
2,0,2,0,0x0p+0
2,0,2,1,0x0p+0
2,0,2,2,0x0p+0
2,0,2,3,0x0p+0
2,0,2,4,0x0p+0
2,0,2,5,0x0p+0
2,0,2,6,0x0p+0
2,0,3,0,0x0p+0
2,0,3,1,0x0p+0
2,0,3,2,0x0p+0
2,0,3,3,0x0p+0
2,0,3,4,0x0p+0
2,0,3,5,0x0p+0
2,0,4,0,0x0p+0
2,0,4,1,0x0p+0
2,0,4,2,0x0p+0
2,0,4,3,0x0p+0
2,0,4,4,0x0p+0
2,0,5,0,0x0p+0
2,0,5,1,0x0p+0
2,0,5,2,0x0p+0
2,0,5,3,0x0p+0
2,0,6,0,0x0p+0
2,0,6,1,0x0p+0
2,0,6,2,0x0p+0
2,0,7,0,0x0p+0
2,0,7,1,0x0p+0
2,0,8,0,0x0p+0
2,1,0,0,0x1.08dab55401b9cp-7
2,1,0,1,0x0p+0
2,1,0,2,0x0p+0
2,1,0,3,0x0p+0
2,1,0,4,0x0p+0
2,1,0,5,0x0p+0
2,1,0,6,0x0p+0
2,1,0,7,0x0p+0
2,1,1,0,0x1.15f611ea3ee5cp-14
2,1,1,1,0x0p+0
2,1,1,2,0x0p+0
2,1,1,3,0x0p+0
2,1,1,4,0x0p+0
2,1,1,5,0x0p+0
2,1,1,6,0x0p+0
2,1,2,0,0x0p+0
2,1,2,1,0x0p+0
2,1,2,2,0x0p+0
2,1,2,3,0x0p+0
2,1,2,4,0x0p+0
2,1,2,5,0x0p+0
2,1,3,0,0x0p+0
2,1,3,1,0x0p+0
2,1,3,2,0x0p+0
2,1,3,3,0x0p+0
2,1,3,4,0x0p+0
2,1,4,0,0x0p+0
2,1,4,1,0x0p+0
2,1,4,2,0x0p+0
2,1,4,3,0x0p+0
2,1,5,0,0x0p+0
2,1,5,1,0x0p+0
2,1,5,2,0x0p+0
2,1,6,0,0x0p+0
2,1,6,1,0x0p+0
2,1,7,0,0x0p+0
2,2,0,0,0x1.10038962110e2p-14
2,2,0,1,0x0p+0
2,2,0,2,0x0p+0
2,2,0,3,0x0p+0
2,2,0,4,0x0p+0
2,2,0,5,0x0p+0
2,2,0,6,0x0p+0
2,2,1,0,0x1.1d799988986b1p-21
2,2,1,1,0x0p+0
2,2,1,2,0x0p+0
2,2,1,3,0x0p+0
2,2,1,4,0x0p+0
2,2,1,5,0x0p+0
2,2,2,0,0x0p+0
2,2,2,1,0x0p+0
2,2,2,2,0x0p+0
2,2,2,3,0x0p+0
2,2,2,4,0x0p+0
2,2,3,0,0x0p+0
2,2,3,1,0x0p+0
2,2,3,2,0x0p+0
2,2,3,3,0x0p+0
2,2,4,0,0x0p+0
2,2,4,1,0x0p+0
2,2,4,2,0x0p+0
2,2,5,0,0x0p+0
2,2,5,1,0x0p+0
2,2,6,0,0x0p+0
2,3,0,0,0x0p+0
2,3,0,1,0x0p+0
2,3,0,2,0x0p+0
2,3,0,3,0x0p+0
2,3,0,4,0x0p+0
2,3,0,5,0x0p+0
2,3,1,0,0x0p+0
2,3,1,1,0x0p+0
2,3,1,2,0x0p+0
2,3,1,3,0x0p+0
2,3,1,4,0x0p+0
2,3,2,0,0x0p+0
2,3,2,1,0x0p+0
2,3,2,2,0x0p+0
2,3,2,3,0x0p+0
2,3,3,0,0x0p+0
2,3,3,1,0x0p+0
2,3,3,2,0x0p+0
2,3,4,0,0x0p+0
2,3,4,1,0x0p+0
2,3,5,0,0x0p+0
2,4,0,0,0x0p+0
2,4,0,1,0x0p+0
2,4,0,2,0x0p+0
2,4,0,3,0x0p+0
2,4,0,4,0x0p+0
2,4,1,0,0x0p+0
2,4,1,1,0x0p+0
2,4,1,2,0x0p+0
2,4,1,3,0x0p+0
2,4,2,0,0x0p+0
2,4,2,1,0x0p+0
2,4,2,2,0x0p+0
2,4,3,0,0x0p+0
2,4,3,1,0x0p+0
2,4,4,0,0x0p+0
2,5,0,0,0x0p+0
2,5,0,1,0x0p+0
2,5,0,2,0x0p+0
2,5,0,3,0x0p+0
2,5,1,0,0x0p+0
2,5,1,1,0x0p+0
2,5,1,2,0x0p+0
2,5,2,0,0x0p+0
2,5,2,1,0x0p+0
2,5,3,0,0x0p+0
2,6,0,0,0x0p+0
2,6,0,1,0x0p+0
2,6,0,2,0x0p+0
2,6,1,0,0x0p+0
2,6,1,1,0x0p+0
2,6,2,0,0x0p+0
2,7,0,0,0x0p+0
2,7,0,1,0x0p+0
2,7,1,0,0x0p+0
2,8,0,0,0x0p+0
3,0,0,0,0x1.e632563fd804ap-1
3,0,0,1,0x1.fe41d1b212c21p-8
3,0,0,2,0x0p+0
3,0,0,3,0x0p+0
3,0,0,4,0x0p+0
3,0,0,5,0x0p+0
3,0,0,6,0x0p+0
3,0,0,7,0x0p+0
3,0,0,8,0x0p+0
3,0,1,0,0x1.02a1f015a0f9fp-7
3,0,1,1,0x1.0f6e7a5485bf3p-14
3,0,1,2,0x0p+0
3,0,1,3,0x0p+0
3,0,1,4,0x0p+0
3,0,1,5,0x0p+0
3,0,1,6,0x0p+0
3,0,1,7,0x0p+0
3,0,2,0,0x1.099fb5f2e9fdp-14
3,0,2,1,0x1.16c4d24d3467ap-21
3,0,2,2,0x0p+0
3,0,2,3,0x0p+0
3,0,2,4,0x0p+0
3,0,2,5,0x0p+0
3,0,2,6,0x0p+0
3,0,3,0,0x0p+0
3,0,3,1,0x0p+0
3,0,3,2,0x0p+0
3,0,3,3,0x0p+0
3,0,3,4,0x0p+0
3,0,3,5,0x0p+0
3,0,4,0,0x0p+0
3,0,4,1,0x0p+0
3,0,4,2,0x0p+0
3,0,4,3,0x0p+0
3,0,4,4,0x0p+0
3,0,5,0,0x0p+0
3,0,5,1,0x0p+0
3,0,5,2,0x0p+0
3,0,5,3,0x0p+0
3,0,6,0,0x0p+0
3,0,6,1,0x0p+0
3,0,6,2,0x0p+0
3,0,7,0,0x0p+0
3,0,7,1,0x0p+0
3,0,8,0,0x0p+0
3,1,0,0,0x1.064ee82066beep-7
3,1,0,1,0x1.134a033b1ca3dp-14
3,1,0,2,0x0p+0
3,1,0,3,0x0p+0
3,1,0,4,0x0p+0
3,1,0,5,0x0p+0
3,1,0,6,0x0p+0
3,1,0,7,0x0p+0
3,1,1,0,0x1.1711ecd4a341cp-14
3,1,1,1,0x1.24e16195f55e2p-21
3,1,1,2,0x0p+0
3,1,1,3,0x0p+0
3,1,1,4,0x0p+0
3,1,1,5,0x0p+0
3,1,1,6,0x0p+0
3,1,2,0,0x1.1e9d20c4065d9p-21
3,1,2,1,0x1.2ccc275cd0172p-28
3,1,2,2,0x0p+0
3,1,2,3,0x0p+0
3,1,2,4,0x0p+0
3,1,2,5,0x0p+0
3,1,3,0,0x0p+0
3,1,3,1,0x0p+0
3,1,3,2,0x0p+0
3,1,3,3,0x0p+0
3,1,3,4,0x0p+0
3,1,4,0,0x0p+0
3,1,4,1,0x0p+0
3,1,4,2,0x0p+0
3,1,4,3,0x0p+0
3,1,5,0,0x0p+0
3,1,5,1,0x0p+0
3,1,5,2,0x0p+0
3,1,6,0,0x0p+0
3,1,6,1,0x0p+0
3,1,7,0,0x0p+0
3,2,0,0,0x1.0f1b72aa65637p-13
3,2,0,1,0x1.1c86068d543f6p-20
3,2,0,2,0x0p+0
3,2,0,3,0x0p+0
3,2,0,4,0x0p+0
3,2,0,5,0x0p+0
3,2,0,6,0x0p+0
3,2,1,0,0x1.206e67fca4821p-20
3,2,1,1,0x1.2eb4750e7d331p-27
3,2,1,2,0x0p+0
3,2,1,3,0x0p+0
3,2,1,4,0x0p+0
3,2,1,5,0x0p+0
3,2,2,0,0x1.283a63e67625bp-27
3,2,2,1,0x1.36e33781527ccp-34
3,2,2,2,0x0p+0
3,2,2,3,0x0p+0
3,2,2,4,0x0p+0
3,2,3,0,0x0p+0
3,2,3,1,0x0p+0
3,2,3,2,0x0p+0
3,2,3,3,0x0p+0
3,2,4,0,0x0p+0
3,2,4,1,0x0p+0
3,2,4,2,0x0p+0
3,2,5,0,0x0p+0
3,2,5,1,0x0p+0
3,2,6,0,0x0p+0
3,3,0,0,0x1.184d4ace49bep-20
3,3,0,1,0x1.262c5ada9da47p-27
3,3,0,2,0x0p+0
3,3,0,3,0x0p+0
3,3,0,4,0x0p+0
3,3,0,5,0x0p+0
3,3,1,0,0x1.2a36a9ee39578p-27
3,3,1,1,0x1.38f8a4b42c844p-34
3,3,1,2,0x0p+0
3,3,1,3,0x0p+0
3,3,1,4,0x0p+0
3,3,2,0,0x1.324657a6836dfp-34
3,3,2,1,0x1.416e728fb42dap-41
3,3,2,2,0x0p+0
3,3,2,3,0x0p+0
3,3,3,0,0x0p+0
3,3,3,1,0x0p+0
3,3,3,2,0x0p+0
3,3,4,0,0x0p+0
3,3,4,1,0x0p+0
3,3,5,0,0x0p+0
3,4,0,0,0x1.1fe1051fdf89bp-28
3,4,0,1,0x1.2e201303a4fdfp-35
3,4,0,2,0x0p+0
3,4,0,3,0x0p+0
3,4,0,4,0x0p+0
3,4,1,0,0x1.324657a6836dep-35
3,4,1,1,0x1.416e728fb42d9p-42
3,4,1,2,0x0p+0
3,4,1,3,0x0p+0
3,4,2,0,0x1.3a8dce4f45a2ap-42
3,4,2,1,0x1.4a1ecc14ba0a6p-49
3,4,2,2,0x0p+0
3,4,3,0,0x0p+0
3,4,3,1,0x0p+0
3,4,4,0,0x0p+0
3,5,0,0,0x0p+0
3,5,0,1,0x0p+0
3,5,0,2,0x0p+0
3,5,0,3,0x0p+0
3,5,1,0,0x0p+0
3,5,1,1,0x0p+0
3,5,1,2,0x0p+0
3,5,2,0,0x0p+0
3,5,2,1,0x0p+0
3,5,3,0,0x0p+0
3,6,0,0,0x0p+0
3,6,0,1,0x0p+0
3,6,0,2,0x0p+0
3,6,1,0,0x0p+0
3,6,1,1,0x0p+0
3,6,2,0,0x0p+0
3,7,0,0,0x0p+0
3,7,0,1,0x0p+0
3,7,1,0,0x0p+0
3,8,0,0,0x0p+0
4,0,0,0,0x1.d73f93403b158p-1
4,0,0,1,0x1.f55c945f06397p-8
4,0,0,2,0x1.01750915febbcp-14
4,0,0,3,0x0p+0
4,0,0,4,0x0p+0
4,0,0,5,0x0p+0
4,0,0,6,0x0p+0
4,0,0,7,0x0p+0
4,0,0,8,0x0p+0
4,0,1,0,0x1.fc7ca81420209p-8
4,0,1,1,0x1.0e7d6af30225fp-14
4,0,1,2,0x1.15cd3ec07541ap-21
4,0,1,3,0x0p+0
4,0,1,4,0x0p+0
4,0,1,5,0x0p+0
4,0,1,6,0x0p+0
4,0,1,7,0x0p+0
4,0,2,0,0x1.06c59d40b8d84p-13
4,0,2,1,0x1.179037db2e3a3p-20
4,0,2,2,0x1.1f1ed5c1b4a0ap-27
4,0,2,3,0x0p+0
4,0,2,4,0x0p+0
4,0,2,5,0x0p+0
4,0,2,6,0x0p+0
4,0,3,0,0x1.0faf16bacefc4p-20
4,0,3,1,0x1.210b7b430f418p-27
4,0,3,2,0x1.28dbb6286ce61p-34
4,0,3,3,0x0p+0
4,0,3,4,0x0p+0
4,0,3,5,0x0p+0
4,0,4,0,0x1.17072dd153e49p-28
4,0,4,1,0x1.28dbb6286ce6p-35
4,0,4,2,0x1.30e202ebb00fep-42
4,0,4,3,0x0p+0
4,0,4,4,0x0p+0
4,0,5,0,0x0p+0
4,0,5,1,0x0p+0
4,0,5,2,0x0p+0
4,0,5,3,0x0p+0
4,0,6,0,0x0p+0
4,0,6,1,0x0p+0
4,0,6,2,0x0p+0
4,0,7,0,0x0p+0
4,0,7,1,0x0p+0
4,0,8,0,0x0p+0
4,1,0,0,0x1.057ba108aa5a1p-7
4,1,0,1,0x1.163125830ccc9p-14
4,1,0,2,0x1.1db645f2c47ebp-21
4,1,0,3,0x0p+0
4,1,0,4,0x0p+0
4,1,0,5,0x0p+0
4,1,0,6,0x0p+0
4,1,0,7,0x0p+0
4,1,1,0,0x1.1a254702d552ap-14
4,1,1,1,0x1.2c2ccf31a1321p-21
4,1,1,2,0x1.344a0fd47a8b6p-28
4,1,1,3,0x0p+0
4,1,1,4,0x0p+0
4,1,1,5,0x0p+0
4,1,1,6,0x0p+0
4,1,2,0,0x1.239c2b766e9dep-20
4,1,2,1,0x1.363e86fc2c3f5p-27
4,1,2,2,0x1.3ea175c88a502p-34
4,1,2,3,0x0p+0
4,1,2,4,0x0p+0
4,1,2,5,0x0p+0
4,1,3,0,0x1.2d8006c6af2d7p-27
4,1,3,1,0x1.40c42c26b361fp-34
4,1,3,2,0x1.496feb5819005p-41
4,1,3,3,0x0p+0
4,1,3,4,0x0p+0
4,1,4,0,0x1.35a672d75ee8fp-35
4,1,4,1,0x1.496feb5819004p-42
4,1,4,2,0x1.5257ab7d7c4b6p-49
4,1,4,3,0x0p+0
4,1,5,0,0x0p+0
4,1,5,1,0x0p+0
4,1,5,2,0x0p+0
4,1,6,0,0x0p+0
4,1,6,1,0x0p+0
4,1,7,0,0x0p+0
4,2,0,0,0x1.0ad3e46ae450ap-12
4,2,0,1,0x1.1be0d7e2d842fp-19
4,2,0,2,0x1.238d51f1b341bp-26
4,2,0,3,0x0p+0
4,2,0,4,0x0p+0
4,2,0,5,0x0p+0
4,2,0,6,0x0p+0
4,2,1,0,0x1.1fe9a9917885fp-19
4,2,1,1,0x1.324f8978c9746p-26
4,2,1,2,0x1.3a973fc250157p-33
4,2,1,3,0x0p+0
4,2,1,4,0x0p+0
4,2,1,5,0x0p+0
4,2,2,0,0x1.2992144d84cfbp-25
4,2,2,1,0x1.3c95f1b3d999fp-32
4,2,2,2,0x1.4524c2c4bfa7dp-39
4,2,2,3,0x0p+0
4,2,2,4,0x0p+0
4,2,3,0,0x1.33a9b013d34c6p-32
4,2,3,1,0x1.4752a5ebde7f2p-39
4,2,3,2,0x1.502bc4657f812p-46
4,2,3,3,0x0p+0
4,2,4,0,0x1.3bfac1c69822fp-40
4,2,4,1,0x1.502bc4657f811p-47
4,2,4,2,0x1.59421dce77465p-54
4,2,5,0,0x0p+0
4,2,5,1,0x0p+0
4,2,6,0,0x0p+0
4,3,0,0,0x1.389554d576954p-18
4,3,0,1,0x1.4c8ec8cb258f1p-25
4,3,0,2,0x1.558c213204162p-32
4,3,0,3,0x0p+0
4,3,0,4,0x0p+0
4,3,0,5,0x0p+0
4,3,1,0,0x1.5148b6153c0b8p-25
4,3,1,1,0x1.66d63c3d10a13p-32
4,3,1,2,0x1.70896f866b4ap-39
4,3,1,3,0x0p+0
4,3,1,4,0x0p+0
4,3,2,0,0x1.5c99192b04aep-31
4,3,2,1,0x1.72dfb46a1cedbp-38
4,3,2,2,0x1.7ce633e48ff3p-45
4,3,2,3,0x0p+0
4,3,3,0,0x1.686bbe7aa07dfp-38
4,3,3,1,0x1.7f73c1ad7a1e7p-45
4,3,3,2,0x1.89d14c5b567dep-52
4,3,4,0,0x1.7229e7f11ac3fp-46
4,3,4,1,0x1.89d14c5b567ddp-53
4,3,5,0,0x0p+0
4,4,0,0,0x1.0ec341b9943f4p-24
4,4,0,1,0x1.2010945ab4d6ep-31
4,4,0,2,0x1.27da06f95e5e6p-38
4,4,0,3,0x0p+0
4,4,0,4,0x0p+0
4,4,1,0,0x1.2428a146c392dp-31
4,4,1,1,0x1.36d3f68b2587fp-38
4,4,1,2,0x1.3f3aef753bcd5p-45
4,4,1,3,0x0p+0
4,4,2,0,0x1.2df58237c86bdp-37
4,4,2,1,0x1.414129728e2d1p-44
4,4,2,2,0x1.49f04995a34efp-51
4,4,3,0,0x1.383337fc2d539p-44
4,4,3,1,0x1.4c2666f32db26p-51
4,4,4,0,0x1.40a3afa2fdb48p-52
4,5,0,0,0x1.63ca0f99c0134p-31
4,5,0,1,0x1.7a864e945ae55p-38
4,5,0,2,0x1.84c1bfdaa8af8p-45
4,5,0,3,0x0p+0
4,5,1,0,0x1.7fe77902d4dddp-38
4,5,1,1,0x1.986fa4334938p-45
4,5,1,2,0x1.a37a1347fd79ep-52
4,5,2,0,0x1.8cc83475f6bd9p-44
4,5,2,1,0x1.a62309dcd1fd9p-51
4,5,3,0,0x1.9a3d3353c588cp-51
4,6,0,0,0x1.5cdbcaf0768d7p-38
4,6,0,1,0x1.7326a9380c3c1p-45
4,6,0,2,0x1.7d2f13b9705afp-52
4,6,1,0,0x1.786cffee2028fp-45
4,6,1,1,0x1.907ad4daae6a5p-52
4,6,2,0,0x1.850d831155b02p-51
4,7,0,0,0x1.e0a12adf64c4fp-46
4,7,0,1,0x1.ff57a2e3fdefap-53
4,7,1,0,0x1.034e0342ef1a7p-52
4,8,0,0,0x1.9d7528ccb6e07p-54
