id,N,B,kind,workload,seed,bytes_per_request,rpc_per_request,elapsed_seconds,answer_sha256,receipt,receipt_sha256
B4_ring_N16384_B1024_seed102,16384,1024,ring,uniform,102,150712.203125,8.000244140625,264.47903871536255,14484a7fdd9930e5e2c5b37453bd8bf84e77c5d72c7fda32e0dc2b1c4d8375f0,results\formal_slices\B4_ring_N16384_B1024_seed102.json,e0ccc538524df84d55ea17c5b29ccde28b167d1d9788595c92ba07978be810f6
B4_ring_N16384_B1024_seed103,16384,1024,ring,uniform,103,150934.8203125,8.000244140625,260.874959230423,f844096dbeae7ca3787f832113f3242061873af752d8cf6b2f7e894b1c560f4c,results\formal_slices\B4_ring_N16384_B1024_seed103.json,695abf42ceba7e85cb1ebcc5f6288313471431106d065096e5238a544f07b19d
B4_ring_N16384_B1024_seed104,16384,1024,ring,uniform,104,150583.96875,8.000244140625,265.77845525741577,d96a4e0f86a0eccee3dc044f9c35c6e67a31e70bbaebb3d3526ff49945beca7c,results\formal_slices\B4_ring_N16384_B1024_seed104.json,9ebd3946a603f5f7d61da20210d59bde555a8ea8d3ed94217f881c270b938fab
B4_ring_N16384_B1024_seed105,16384,1024,ring,uniform,105,150603.4609375,8.000244140625,318.40999937057495,dbc30c75417ce44bb73596815d90a453274b385fdae73018eb28f82b3d9ee63f,results\formal_slices\B4_ring_N16384_B1024_seed105.json,2c08fa4117b4d71d8e7b9e18359f5234e3236279e06b5a363f3bd34c1b03cb07
B4_ring_N16384_B256_seed101,16384,256,ring,uniform,101,83841.53125,8.000244140625,200.11029958724976,b7d3bd5c28d75b4428a53e777ae6988848172468e5c7efeac1da241e7e32c9c4,results\formal_slices\B4_ring_N16384_B256_seed101.json,de2fdb449d0444453322bc6446013c5852e4faf07515fab5395db83221948dfe
B4_ring_N16384_B256_seed102,16384,256,ring,uniform,102,83737.875,8.000244140625,198.5625238418579,bb1c41341a6d66a1e761a2b83d6499bc08c4f7b4f0082621880b2d0aa1b8200a,results\formal_slices\B4_ring_N16384_B256_seed102.json,86c1503d57cba89f2470f7720378be1cb8263d35e3f17aa2462df31203f5da52
B4_ring_N16384_B256_seed103,16384,256,ring,uniform,103,83784.3515625,8.000244140625,213.2719008922577,44f71098c82825393d25ffb0c8b6b2f90f458c7fd3c6cb19e5dfd1ec8c5b69fc,results\formal_slices\B4_ring_N16384_B256_seed103.json,81b489e432c4eb871a5a74df8923114815e2ee5e5dae7b8d0e47726f6f0b8793
B4_ring_N16384_B256_seed104,16384,256,ring,uniform,104,83770.3203125,8.000244140625,208.52080535888672,c660add4d404aef8435fdc466564727d430d7e963c9f40f4d8a8902d1fd5c8f2,results\formal_slices\B4_ring_N16384_B256_seed104.json,548f52f16523047602c78569f9a833f9a7a4514285e508afcccb496b2652a525
B4_ring_N16384_B256_seed105,16384,256,ring,uniform,105,83743.6875,8.000244140625,219.59338545799255,8df8edb6cafdb046033e3129732befa0e27dd384b06098d45a95e79cb10a6c5b,results\formal_slices\B4_ring_N16384_B256_seed105.json,1759fc64bf5ac51760e2c0297127ded65b7e97dba938ab3cf6b9d85003b2f6b7
B4_ring_N16384_B64_seed101,16384,64,ring,uniform,101,67150.9765625,8.000244140625,224.44126510620117,1c967bfa50d41f08a3cfc6d81819f4703fbaac6fe5952bea70ede6a63c7f4c54,results\formal_slices\B4_ring_N16384_B64_seed101.json,8a065d003fca0898fb0f8abcfa810c5d179357f7d8ccfdd858f0af7d978f41a0
B4_ring_N16384_B64_seed102,16384,64,ring,uniform,102,67142.1796875,8.000244140625,207.91998600959778,c8d2482881f2761c14f3582589fe00aeeb2fe8ab1b662a69bf11c0609e8cac9f,results\formal_slices\B4_ring_N16384_B64_seed102.json,92bbaed24ce38703b856540522fa42a4e6760e71dc17e97adc21754b1eeccba6
B4_ring_N16384_B64_seed103,16384,64,ring,uniform,103,67078.203125,8.000244140625,207.74091863632202,9d23e85cb054285d127c8916d023ba8679697f6a704e36b7db3b1c7706d4c70f,results\formal_slices\B4_ring_N16384_B64_seed103.json,455ca82a5ef4b53119a87642fbe5cecc55e5ba7f041e59f1ef710c760efa1faf
B4_ring_N16384_B64_seed104,16384,64,ring,uniform,104,67080.6328125,8.000244140625,196.13197302818298,778954bb64a6396e5f2b63d7f66e9992ac759b5d75a4a30a6e23a25ec30cd6cf,results\formal_slices\B4_ring_N16384_B64_seed104.json,1e81d1aff80937dda399d54ca45aa9fd8a41b6c10ecee78866d671f8d6561419
B4_ring_N16384_B64_seed105,16384,64,ring,uniform,105,67015.90625,8.000244140625,196.99186325073242,6c90a9dfb7d1330890bd0826b3b72e1e57add01dc997742b344c19a4ac1ff5a6,results\formal_slices\B4_ring_N16384_B64_seed105.json,425c66142218384d81983aab341a9c7d61ae16a2383ba273d3ad8b6b8d2fbc12
B4_ring_N4096_B4096_seed101,4096,4096,ring,uniform,101,331143.59375,3.999755859375,129.02710342407227,0b558f3044186e22731b7053435137dd6f7d0906336dd30ac30b569ddce7c7cf,results\formal_slices\B4_ring_N4096_B4096_seed101.json,5e91c6326789e569c958c73280d5134ee16e1e69c6bdec66e78dca6e584b2f16
B4_ring_N4096_B4096_seed102,4096,4096,ring,uniform,102,330794.5,3.999755859375,128.16583943367004,f8e0163e9c1e34402b0a6e8ede2c5fecbb2cb60d9530c1e059d29d30958919b7,results\formal_slices\B4_ring_N4096_B4096_seed102.json,32520e2f61907f60203cce5585af5fa510b2fa8c4414133cf9aaf81f4a2f6757
B4_ring_N4096_B4096_seed103,4096,4096,ring,uniform,103,331081.25,3.999755859375,127.88284206390381,5615cb9abebb215bb9208c51b7c4144ce65487679e3dfa5f0a251ae7bc313519,results\formal_slices\B4_ring_N4096_B4096_seed103.json,09dd7a5f3580b133045321fae3f70692389c2af6d5e44418e3b6d170c933b57a
B4_ring_N4096_B4096_seed104,4096,4096,ring,uniform,104,331439.3203125,3.999755859375,128.59077286720276,1af7c12b082585da372e263c152c467f56a2dae2f0543e10700cc635a265592f,results\formal_slices\B4_ring_N4096_B4096_seed104.json,258814def4978e288efe506a017ad916b96f3c268aee6ba22d6495d1f56fd552
B4_ring_N4096_B4096_seed105,4096,4096,ring,uniform,105,330886.3046875,3.999755859375,127.39013409614563,98f5d800bdfbee783a2bb7aa03248fec8a770bf36f541d8d5334a4d1d4ed5605,results\formal_slices\B4_ring_N4096_B4096_seed105.json,ff92a34073de115cc9b7089853b94360f08b6bebf21b3309436db1e29b36ec6c
B4_ring_N65536_B4096_seed101,65536,4096,ring,uniform,101,478218.65625,8.000244140625,1402.013032913208,c15cfab35b3cd6083de830c43b5832c4846b148bff2e62a0c8c346d51d539ba6,results\formal_slices\B4_ring_N65536_B4096_seed101.json,10995953530c44fb8f257df351f5e85f33faef11703d78c3207b7cb5b882dec5
B4_ring_N65536_B4096_seed102,65536,4096,ring,uniform,102,477707.0859375,8.000244140625,1381.4892106056213,1e35074a1a9dca49fa0117ab2b31900767601819ec16e57a86b6228fbb08f163,results\formal_slices\B4_ring_N65536_B4096_seed102.json,1fb3e181e7afa2f8a3b4a07a71f8a270bc57325239d3c301a2c3df9e0ba18915
B4_ring_N65536_B4096_seed103,65536,4096,ring,uniform,103,479247.8203125,8.000244140625,1375.241559267044,cfe63f6707a8148bb7d44c0ae041fc9e9a8157bc99cf9b4b8b8fbe20e4ce4bee,results\formal_slices\B4_ring_N65536_B4096_seed103.json,197adec66e33c179ca36bcd36b42fdfe86ced71d2487fc8a04cdae4e47942f6e
B4_ring_N65536_B4096_seed104,65536,4096,ring,uniform,104,477988.8046875,8.000244140625,1327.160537481308,65677b656f14bd72f885517fc27d7685b532f757a053727192c90f62ce153ae5,results\formal_slices\B4_ring_N65536_B4096_seed104.json,9fcbb5ecd0fa425f615b5c51cd8125f8d3a08f97d85522546bc5c91525ad9830
B4_ring_N65536_B4096_seed105,65536,4096,ring,uniform,105,478580.0,8.000244140625,1302.1282980442047,bb4d57685d4c7e77d6806afe9ea1e666950e970b944027b1d377d44184a9eed9,results\formal_slices\B4_ring_N65536_B4096_seed105.json,fd77387e0365147eafe14ca161fdd800159e2de6d4f2b4e02b54fe55282758bb
